cab0e00d65462a54,1.52101,13.64,4.49,1.10,71.78,0.06,8.75,0.00,0.00
88d7dcd8242f42e7,1.51761,13.89,3.60,1.36,72.73,0.48,7.83,0.00,0.00
1293549bec0fb3d0,1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0.00,0.00
ffc4db2b3077c755,1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0.00,0.00
5c89e5a3fdac45c1,1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0.00,0.00
EE9A3B0A-F421-4DBB-A2A2-E8C167960BF8,1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0.00,0.26
33997414-6440-4C29-812D-7E84CDF81D5D,1.51743,13.30,3.60,1.14,73.09,0.58,8.17,0.00,0.00
61d55180874e196d,1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0.00,0.00
f65da547cd0957db,1.51918,14.04,3.58,1.37,72.08,0.56,8.30,0.00,0.00
E6275A1D-53CF-4C05-AFBE-59D577A8E2F0,1.51755,13.00,3.60,1.36,72.99,0.57,8.40,0.00,0.11
A5FD66A0-A140-4A57-9BDA-68AFEF513F53,1.51571,12.72,3.46,1.56,73.20,0.67,8.09,0.00,0.24
4c5d6f9ec9b13046,1.51763,12.80,3.66,1.27,73.01,0.60,8.56,0.00,0.00
DB318A5F-7AD8-4A22-9EE6-2EC0BDB48069,1.51589,12.88,3.43,1.40,73.28,0.69,8.05,0.00,0.24
6527E6ED-6159-42F0-8961-AA60A18607D8,1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0.00,0.17
2956c976ddb1d96a,1.51763,12.61,3.59,1.31,73.29,0.58,8.50,0.00,0.00
66C0507A-DB9E-4C55-BF70-BBBA6233A357,1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0.00,0.00
3CA5C113-211E-4B41-B136-79C52DC4DF63,1.51784,12.68,3.67,1.16,73.11,0.61,8.70,0.00,0.00
8c1acd0338314cf6,1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0.00,0.00
a6c0d472c05b8787,1.51911,13.90,3.73,1.18,72.12,0.06,8.89,0.00,0.00
57F4325E-F9E9-46BB-905B-40A9A2901BBE,1.51735,13.02,3.54,1.69,72.73,0.54,8.44,0.00,0.07
3d55e0e4d98ab705,1.51750,12.82,3.55,1.49,72.75,0.54,8.52,0.00,0.19
9235227089c75670,1.51966,14.77,3.75,0.29,72.02,0.03,9.00,0.00,0.00
C94958C2-3A7A-4294-8769-93EB386D8280,1.51736,12.78,3.62,1.29,72.79,0.59,8.70,0.00,0.00
983adb584e1541c3,1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0.00,0.00
683876D3-69F9-4ADE-8EE9-1FE315BAA6AC,1.51769,13.65,3.66,1.11,72.77,0.11,8.60,0.00,0.00
7de8808662a0247f,1.51720,13.38,3.50,1.15,72.85,0.50,8.43,0.00,0.00
900386ebe9ee1bcd,1.51764,12.98,3.54,1.21,73.00,0.65,8.53,0.00,0.00
2f6e613f439cac1,1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0.00,0.00
f157f32be252b0d3,1.51721,12.87,3.48,1.33,73.04,0.56,8.43,0.00,0.00
9C1F2E9F-2025-4EEB-8820-6234031D939B,1.51768,12.56,3.52,1.43,73.15,0.57,8.54,0.00,0.00
DB6F9D79-4927-4E58-A133-1924C8BCBCD1,1.51784,13.08,3.49,1.28,72.86,0.60,8.49,0.00,0.00
621d5e6c63ceb1f7,1.51768,12.65,3.56,1.30,73.08,0.61,8.69,0.00,0.14
42DB0180-6BDD-40A1-A5A8-1B9DFC1F41DB,1.51610,13.33,3.53,1.34,72.67,0.56,8.33,0.00,0.00
3DD1A3E3-DE4E-410D-A351-09DD2122EBA5,1.51670,13.24,3.57,1.38,72.70,0.56,8.44,0.00,0.10
F21C33DD-2E59-4A1D-BD73-2EECC84DB514,1.51747,12.84,3.50,1.14,73.27,0.56,8.55,0.00,0.00
e2b7855674b937f3,1.51775,12.85,3.48,1.23,72.97,0.61,8.56,0.09,0.22
8DE7A520-F356-48E7-806E-6100006EE9A0,1.51753,12.57,3.47,1.38,73.39,0.60,8.55,0.00,0.06
e69fd5b45d396153,1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0.00,0.00
9c1b9b8409d5c2e6,1.51567,13.29,3.45,1.21,72.74,0.56,8.57,0.00,0.00
44F50D94-C413-42DC-998E-F4CAEB30B393,1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0.00
15dbed7c5042c973,1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0.00,0.00
0E47109A-BB38-42C0-BAB5-792A4A2409C6,1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.00,0.00
C190C731-B7CC-4F2A-874E-940ACFD3CE83,1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.00,0.00
CDE7281A-6E8B-4567-B5FA-55F7BF4DD83F,1.51793,12.79,3.50,1.12,73.03,0.64,8.77,0.00,0.00
A5B2BB58-D8D8-43E3-BB0B-688A988B4F83,1.51755,12.71,3.42,1.20,73.20,0.59,8.64,0.00,0.00
1010a089d84d774f,1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0.00,0.00
9bfd6c1778d1f097,1.52210,13.73,3.84,0.72,71.76,0.17,9.74,0.00,0.00
568f5c70f216d5d8,1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0.00,0.30
5b55f213b59fccc9,1.51900,13.49,3.48,1.35,71.95,0.55,9.00,0.00,0.00
353E97F8-82BF-4687-8637-B9CC3C3995FD,1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0.00,0.16
A33FACBC-2ACC-4A25-B35F-422C12F84F4A,1.52667,13.99,3.70,0.71,71.57,0.02,9.82,0.00,0.10
6846df6050a14b6b,1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0.00,0.00
316cf495ada09b4f,1.51898,13.58,3.35,1.23,72.08,0.59,8.91,0.00,0.00
BCCE1CCD-343F-4CCC-AF54-0199B37DDCFD,1.52320,13.72,3.72,0.51,71.75,0.09,10.06,0.00,0.16
234421468f23d6a4,1.51926,13.20,3.33,1.28,72.36,0.60,9.14,0.00,0.11
20c84996b1f60475,1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0.00,0.00
45830be9e8df4f4b,1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.00,0.00
FAC5DFB5-65A5-483C-844C-B7182A987D2A,1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0.00,0.09
308C6FBD-D216-47E6-AA5B-85ECF1940049,1.51769,12.45,2.71,1.29,73.70,0.56,9.06,0.00,0.24
1D309FD8-5942-4882-9041-17B6134046C7,1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0.00,0.31
ca9db226142dedac,1.51824,12.87,3.48,1.29,72.95,0.60,8.43,0.00,0.00
E5CA948D-F5A6-47D6-B8A9-201F19F7420D,1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0.00,0.00
2AFF3E0F-B228-445A-8810-512F48E08FE3,1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0.00,0.11
2251d749ed4ba39a,1.51905,13.60,3.62,1.11,72.64,0.14,8.76,0.00,0.00
8a4913023ad1a18,1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0.00
e366610ec2b009c4,1.52172,13.51,3.86,0.88,71.79,0.23,9.54,0.00,0.11
32DBADB2-4297-4E7F-B64A-693A548A5657,1.52227,14.17,3.81,0.78,71.35,0.00,9.69,0.00,0.00
a628a1c785a5525a,1.52172,13.48,3.74,0.90,72.01,0.18,9.61,0.00,0.07
2D3550E2-FCA0-492F-9B7F-420710C04C0D,1.52099,13.69,3.59,1.12,71.96,0.09,9.40,0.00,0.00
417FA82C-4021-43AA-A3C3-D55D395B6AA2,1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0.00,0.17
44699E5F-B2D3-46AC-813E-9708F41BC43F,1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0.00,0.17
B266CF9E-64CC-48C3-A3F9-CC0359A38E36,1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0.00,0.00
c42be0fa6076c16c,1.52152,13.12,3.58,0.90,72.20,0.23,9.82,0.00,0.16
9B854E79-027F-4C35-97A8-4095C961BDE6,1.52300,13.31,3.58,0.82,71.99,0.12,10.17,0.00,0.03
16C19F4B-0D58-4EA6-B310-87BA45CADD31,1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.00,0.12
9757F008-8CE9-4E4F-96D2-A00FDFD02BF9,1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.00,0.32
af50f6675d8b98df,1.51593,13.09,3.59,1.52,73.10,0.67,7.83,0.00,0.00
635354FF-D5A0-4853-A7AC-37E2E7A97463,1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0.00,0.00
5c03a1c8bb24f4e6,1.51596,13.02,3.56,1.54,73.11,0.72,7.90,0.00,0.00
819E683A-0DEF-4B7C-B22C-8C969338EE29,1.51590,13.02,3.58,1.51,73.12,0.69,7.96,0.00,0.00
BBC3C642-993D-4A80-96DC-BAE3E7DB81AC,1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.00,0.00
6d9b7fe4b348745c,1.51627,13.00,3.58,1.54,72.83,0.61,8.04,0.00,0.00
cab6ad71b311b73b,1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.00,0.14
69310913-80F7-4763-ACDD-ECA55FEBE38B,1.51590,12.82,3.52,1.90,72.86,0.69,7.97,0.00,0.00
aa52fd20ba77dca1,1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.00,0.00
729DAF1B-0FB2-4FD2-BAA7-CE0AC5FA271B,1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.00,0.00
41da688ed2f2e06f,1.51646,13.04,3.40,1.26,73.01,0.52,8.58,0.00,0.00
217f585e1a5bd961,1.51646,13.41,3.55,1.25,72.81,0.68,8.10,0.00,0.00
4C1995C1-A51C-4AA6-9B72-E10A9460CF4C,1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.00,0.09
4F1B8868-1CC7-4720-9054-AB7A5898891D,1.51409,14.25,3.09,2.08,72.28,1.10,7.08,0.00,0.00
444E6518-11D3-4DE1-89DD-A59EF63D4470,1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.00,0.00
FF730566-1E7C-48F0-A4E5-1F6E410CC42A,1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0.00,0.00
516CE24A-05A9-40C0-A964-A13822DB4947,1.51645,13.40,3.49,1.52,72.65,0.67,8.08,0.00,0.10
bb48ff319cdab59c,1.51618,13.01,3.50,1.48,72.89,0.60,8.12,0.00,0.00
70DF0252-606E-428A-B991-1BF94C53C1B8,1.51640,12.55,3.48,1.87,73.23,0.63,8.08,0.00,0.09
49603d91c56ce54d,1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.00,0.22
2DF2FE88-ACC3-4826-8D2C-E75A157E2B0D,1.51605,12.90,3.44,1.45,73.06,0.44,8.27,0.00,0.00
ef45f81694cc1d50,1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.00,0.19
9BD91372-42E5-4C40-8A41-B14E965C6AD7,1.51590,13.24,3.34,1.47,73.10,0.39,8.22,0.00,0.00
3ccc7a0acbdacace,1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.00,0.00
b76dc81c09af8814,1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.00,0.00
